paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_application_cited,code_comments,country_first,comments,recorder_ID
7596,10.1111/1365-2745.12989,2018,Journal of Ecology,Research Article,No,NA,"All data used in this manuscript were obtained from publicly available sources. Maximum dispersal distances are available from Tamme et al. (2014). Traits are available from the KEW Seed Information Database (Royal Botanic Gardens Kew, 2016, available from http://data.kew.org/sid/), the TRY Plant Trait Database (Kattge et al., 2011, version 3.0, available from https://www.try-db.org), and the LEDA Traitbase (Kleyer et al., 2008, available from http://www.uni-oldenburg.de/en/biology/landeco/research/projects/leda/). Demographic information is available from the COMPADRE Plant Matrix Database (Salguero-Gómez et al., 2015, available from http://www.compadredb.org/). Taxonomic information was obtained from The Taxonomic Name Resolution Service using all available data sources (Boyle et al., 2013; The Taxonomic Name Resolution Service), including Tropicos (Missouri Botanical Garden), USDA (USDA, NRCS), Global Composite Checklist (Flann, 2009), The Plant List (2013), and International Legume Database and Information Service, and the Angiosperm Phylogeny Group III (available from http://www.mobot.org/MOBOT/research/APweb/).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"We obtained a phylogeny by trimming down the tree made available by Zanne et al. (2014) to the number of species used in each analysis using the package ape (Paradis, Claude, & Strimmer, 2004) in r (R Core Team, 2017).
We used parallel analysis to simulate 95th percentile eigenvalues from 100 simulated analyses and determine the number of retained principal components (Franklin, Gibson, Robertson, Pohlmann, & Fralish, 1995; Horn, 1965) using the function f a.parallel in the psych package (Revelle, 2017) in r (R Core Team, 2017).
To control for non-independence among lineages in our study, we conducted a phylogenetically informed PCA using the package phytools (Revell, 2012) in r (R Core Team, 2017).
For each PCA, we used the imputePCA function of the missMDA (Josse & Husson, 2016) package in r (R Core Team, 2017) to impute missing values. For the of 141 species, a total of 8.2% (116) of the 1,410 possible trait values were missing.
To examine whether a plant's mode of dispersal, growth form and matrix dimension (i.e. life cycle complexity) explain the location of a species along the major principal components, we used an ANOVA with Type 1 SS (Hector, Von Felten, & Schmid, 2010) including matrix dimension, dispersal mode, growth form and their two-way interactions as predictors (function aov in r, R Core Team, 2017).
To ensure our results were not affected by statistical dependence among the principal components, we conducted a permutational ANOVA on the first three principal components using Euclidian distance and 9,999 permutations with the function adonis in the package vegan (Oksanen et al., 2017) in r (R Core Team, 2017). As the results for the permutational ANOVA (Table S9) were the same as the results for the ANOVA, we report the results obtained from the ANOVA here. All analyses were conducted in r (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This paper uses data worldwide compiled from different sources, but has not archived the data used. Also did not archived code. It is imposible to replicate the analysis",35
7597,10.1111/1365-2745.14119,2023,Journal of Ecology,Research Article,Yes,Yes,"All data and functions used in this article are archived in Dryad: https://doi.org/10.5061/dryad.12jm63z32 (Arim & Pinelli, 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,5,Unsure,Yes,"Consequently, a principal coordinate analysis (PCoA) based on Gower distances was performed with the trait matrix using the ape package in R (Paradis & Schliep, 2018). 
A logistic regression was fitted for each pond considering the sampling time as a random effect—package ‘glmmTMB’ of R (Magnusson et al., 2017). 
Functional diversity was quantified by a set of community-level complementary indices with the FD package (Laliberté & Legendre, 2010; Laliberté et al., 2014). 
Path analyses were performed with the lavaan package in R (Rosseel, 2012).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uruguay,NA,35
6451,10.1111/2041-210X.14115,2023,Methods in Ecology and Evolution,Application,Yes,Yes,"All codes are freely available at https://zenodo.org/badge/latestdoi/486264498 and https://github.com/VioletteChiara/AnimalTA along with guidelines and installer. Videos of example, ground truth data (Data S1) and Tables S1–S3 are available at: https://figshare.com/projects/AnimalTA/158423.

Tables S1 to S3. figshare. Dataset. https://doi.org/10.6084/m9.figshare.21977324.v2.

Original Videos: S1–S19. figshare. Media. https://doi.org/10.6084/m9.figshare.21977267.v2.

Tracked videos: S20–S38. figshare. Media. https://doi.org/10.6084/m9.figshare.21977294.v2.

Data S1. figshare. Dataset. https://doi.org/10.6084/m9.figshare.21977351.v2.",Yes,Figshare;Supplementary materials,No,No,NA,Yes,Yes,.xls(x);.avi,Quasi-README,2,Complete,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,MIT,No,Yes,Maybe if I had the right software,native source code,Python,Yes,3,NA,Unsure,Not an R package,34,NA,Spain,I did not open the Python codes.,65
6452,10.1111/1365-2656.12831,2018,Journal of Animal Ecology,Research Article,Yes,Yes,"Original data associated with this article (classification of interaction outcomes for the 681 unique “bird–fruit” interactions) are deposited in Dryad Digital Repository: https://doi.org/10.5061/dryad.r3d70m9 (Simmons et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,8,Unsure,Yes,"Modularity was calculated using the LPAwb+ code available on GitHub (https://github.com/sjbeckett/weighted-modularity-LPAwbPLUS; Beckett, 2016). All network metrics and null models, except modularity, robustness and Resilience75, were calculated using the R package “bipartite” version 2.06.1.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,No code was archived for the paper.,65
6453,10.1111/1365-2435.13320,2019,Functional Ecology,Research Article,Yes,Yes,"The data are deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.c60467b (Li et al., 2019).",No,Dryad,Unsure,No,CC0,NA,NA,NA,NA,NA,NA,Yes,"All statistical analyses were performed using R (version 3.5.0, R Development Core Team, 2014).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Neither the code nor the data was available via the provided doi.,65
7598,10.1111/1365-2656.13469,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.bnzs7h49x (Hochachka et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,Complete,Yes,NA,Yes,No,No,Supplementary materials,No,No,NA,Unsure,NA,NA,.doc(x),R,Yes,8,9,No,Not an R package,NA,NA,United States of America,NA,35
7599,10.1111/1365-2745.13525,2020,Journal of Ecology,Research Article,Yes,Yes,Archived data available through the Institutional Repository at University of Florida found at the following permanent link: https://ufdc.ufl.edu/IR00011264/00001,Yes,Other repo/database,No,Unsure,NA,Yes,Yes,.csv/.tsv;.xls(x),Yes,9,Complete,Yes,"All data in this study were analysed using the lme4 software package (Bates et al., 2015) in the statistical computing environment R Version 3.2.2 (R Core Team, 2014).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,35
7600,10.1111/1365-2664.13285,2018,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.mn0254p (Ørsted & Ørsted, 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Low,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denmark,NA,35
6211,10.1111/1365-2656.13055,2019,Journal of Animal Ecology,Research Article,Yes,Yes,"Data used in the analyses are available in the Dryad Digital Repository: https://doi.org/10.5061/dryad.f611bn3 (Arrizabalaga-Escudero et al., 2019).",Yes,Dryad,Yes,NA,CC0,Yes,Needs specific software or too large,.fasta;.tre,No,NA,Unsure,Yes,"The relationships between prey and bat traits, as well as between the traits of potentially available moths and environmental variables, were tested by RLQ and fourth-corner analyses (Dray et al., 2014) with the package ade4 (Dray & Dufour, 2007) in R (R Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,NA,60
5645,10.1111/1365-2745.14160,2023,Journal of Ecology,Research Article,Yes,Yes,"Data available from Figshare https://doi.org/10.6084/m9.figshare.22807088.v2 (Luo & Qian, 2023).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,No,NA,High,Yes,"Additionally, we investigated the correlation among the three asexual reproductive traits during drought and recovery using cor.test function in base R. Linear mixed-effects models were performed using ‘nlme’ and ‘MuMIn’ package in r software.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,70
5644,10.1111/1365-2664.14365,2023,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.ffbg79d00 (Ramirez et al., 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,9,Complete,Yes,"(1) Model diagnostics were run for each model using the “simulateResiduals” function from the DHARMa package (Hartig, 2020). Collinearity among variables (variance-inflation) was checked using the “vif” function from the car package (Fox & Weisberg, 2019). (2) ..logistic regression (“glm” in the stats package). We included collection year to account for unexplained year-to-year variation that may influence oviposition and accounted for spatial autocorrelation among sites using the “autocov_dist” function from the spdep package (Bivand, 2022; Dormann et al., 2007).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,70
5643,10.1111/1365-2435.13006,2017,Functional Ecology,Research Article,Yes,Yes,"Data are archived on figshare at https://doi.org/10.6084/m9.figshare.5386882.v1 (Gilbert & Tierney, 2017).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.xls(x),No,NA,Complete,Yes,"The MO2 data were analysed using linear mixed-effects models generated using the lme4 package (Bates, Maechler, Bolker, & Walker, 2013) and fit with backwards elimination of non-significant terms using the lmertest package (Kuznetsova, Brockhoff, & Christensen, 2014).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,70
5888,10.1111/2041-210X.13923,2022,Methods in Ecology and Evolution,Research Article,Yes,Yes,"The data and code supporting the results are available at https://github.com/Desjonqu/aSDMs and on Zenodo (Desjonquères et al., 2022; DOI: https://doi.org/10.5281/zenodo.6584673).",Yes,"GitHub, GitLab, Codeberg or similar platform;Zenodo",Yes,Yes,Other,Yes,Yes,.csv/.tsv;.txt,Unsure,NA,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,No,NA,Unsure,Yes,Yes,native source code,R,Yes,8,6,No,Unable to check,NA,NA,Spain,NA,51
4760,10.1111/1365-2745.14382,2024,Journal of Ecology,Research Article,Yes,Yes,"Data are available on the Dryad Digital Repository https://doi.org/10.5061/dryad.7pvmcvf2c (Diez, 2024).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,5,Complete,Yes,"We estimated the parameters of above models using nonlinear Bayesian regression models using Stan (Stan Development Team, 2023b), accessed via R (R Core Team, 2022) using the rstan package (Stan Development Team, 2023a).",Yes,No,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,No,NA,No,Yes,Yes,native source code;.csv/.tsv;.txt,R;Python,Yes,9,9,No,Unable to check,NA,NA,United States of America,NA,51
5193,10.1111/1365-2435.14436,2023,Functional Ecology,Research Article,Yes,Yes,"Data and code are available on Zenodo https://doi.org/10.5281/zenodo.8335050 (Macphie, 2023a).",Yes,Zenodo,Yes,Unsure,NA,Yes,Yes,.csv/.tsv,Yes,3,High,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Unsure,NA,Unsure,Yes,Yes,native source code,R,Yes,3,5,No,Unable to check,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,51
1381,10.1111/1365-2435.13674,2020,Functional Ecology,Research Article,Yes,Yes,Data supporting our results have been deposited in the Figshare repository https://doi.org/10.6084/m9.figshare.11833218.,Yes,Figshare,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,No,NA,High,Yes,"Generalised linear mixed-effect models (GLMMs) were performed in r version 3.3.0 (R Development Core Team, 2017) using the packages nlme (Pinheiro et al., 2017) and lme4 (Bates, Mächler, Bolker, & Walker, 2014).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,1
5642,10.1111/1365-2664.13979,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.9ghx3ffhv (Gaudio et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,8,Complete,Yes,"Data were analysed with R software version 3.6.0 with the packages dplyr (data processing; Wickham et al., 2019), ggplot2 (visualization; Wickham, 2016) and knitr (reporting; Xie, 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,NA,70
5641,10.1111/1365-2435.14342,2023,Functional Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository: https://doi.org/10.5061/dryad.6m905qg4p (Johnson et al., 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,3,Complete,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,70
5640,10.1111/1365-2435.12933,2017,Functional Ecology,Research Article,Yes,Yes,"16S rRNA gene sequences of the studied bacteria have been deposited in GenBank (KX868077–KX868079). Further, underlying experimental data can be found at the Dryad Digital Repository https://doi.org/10.5061/dryad.kt8k2 (Lenaerts et al., 2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"Multivariate Analysis of Variance (PERMANOVA), using distance matrices in the vegan package of the software program r (Oksanen et al., 2016; R Core Team, 2016)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belgium,NA,70
5639,10.1111/1365-2656.12942,2019,Journal of Animal Ecology,Research Article,Yes,Yes,"Data are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.pv952ps (Reyes et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"Data from Experiment 1 were analysed using linear mixed models implemented in the lme4 package (Bates, Maechler, Bolker, & Walker, 2015) in r (version 3.5.1; https://www.r-project.org/).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,70
5638,10.1111/1365-2745.13737,2021,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.z34tmpgdx (Freund et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,9,High,Yes,"(1) Each of the aforementioned TCH and SDTCH models was identified from the full set of predictors by finding the three candidate models with the lowest AICc values using the glmulti package (Calcagno, 2020), then selecting the one with the lowest root mean square error and highest adjusted R2 based on leave-one-out cross-validation (caret package; Kuhn, 2020) as the final model. (2)  To do this, we used the support vector machine binary classifier (Vapnik, 1998) as implemented for Python in Scikit-learn (https://scikit-learn.org/stable/; program available at https://github.com/Curran-WFU) to make predictive models of residual vegetation state for landslides aged 6–25 years.",Yes,No,No,"GitHub, Codeberg, Gitlab, or similar platform",No,No,NA,No,NA,NA,notebook,Python,Yes,4,2,No,Not an R package,NA,NA,United States of America,"Remote sensing data comes from different sources which include compiled remote sensing data. However, novel LiDAR data was obtained with an Airborne LiDAR mounted in an aircraft that flight over the Peruvian Andes-Amazon forest.",70
5637,10.1111/1365-2664.13993,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Global Biodiversity Information Facility at https://doi.org/10.15468/dl.ws1uri (GBIF.org, 2019). All scripts used for producing likelihood of establishment models and future risk scenarios are available via Zenodo at http://doi.org/10.5281/zenodo.4556024 (Perrin, 2021).",Yes,Other repo/database,Yes,Yes,CC BY derivatives,Yes,Yes,.txt,No,NA,High,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,GPL,No,Yes,Yes,native source code,R,No,NA,9,No,Not an R package,NA,NA,Norway,NA,70
1493,10.1111/2041-210X.13735,2021,Methods in Ecology and Evolution,Research Article,No,NA,"Python code used to generate the figures of the main text and Appendix is freely available at https://github.com/mrcbarbier/invasions (Arnoldi et al., 2021).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform",Yes,No,NA,No,Yes,Yes,native source code,Python,Yes,1,1,No,Not an R package,NA,NA,NA,NA,14
4363,10.1002/2688-8319.12083,2021,Ecological Solutions and Evidence,Research Article,Yes,Yes,"Data available for the Dryad Digital Repository https://doi.org/10.5061/dryad.0p2ngf21h (Kibet et al., 2021)",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,4,Complete,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,NA,104
2007,10.1111/1365-2435.13481,2019,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository, https://doi.org/10.5061/dryad.73n5tb2sn (Dupoué et al., 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"We analysed the variation of oxidative status using r software (R Development Core Team, version 3.2.0, http://cran.r-project.org/).
AND
In the cross-sectional study, we analysed the natural variation in ROMs and OXY using linear mixed models [package lme4 (Bates, Maechler, Bolker, & Walker, 2015)]....",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,NA,34
571,10.1111/1365-2745.12958,2018,Journal of Ecology,Research Article,Yes,Yes,"Data used in this study have been archived in Figshare: https://doi.org/10.6084/m9.figshare.5777532.v1 (Ulrich & Piernik, 2018).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.xls(x),No,NA,Complete,No,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poland,N/A,62
1540,10.1111/1365-2664.13733,2020,Journal of Applied Ecology,Research Article,Yes,Yes,"Training and validation data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.5x69p8d17 (Feld, Saeedghalati, & Hering, 2020a). R Scripts available via the Dryad Digital Repository https://doi.org/10.5061/dryad.37pvmcvh6 (Feld, Saeedghalati, & Hering, 2020b).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,5,Complete,Yes,NA,Yes,Yes,Yes,Dryad,Yes,Yes,CC0,Unsure,Yes,Yes,native source code,R,Yes,5,2,No,Not an R package,NA,NA,Germany,NA,30
6260,10.1111/1365-2664.13415,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.h7b12g4 (Sanders et al., 2019).",Yes,Dryad,Yes,NA,CC0,Yes,Yes,.doc(x);.txt;.xls(x);.m,Yes,9,Fair,Yes,NA,Yes,No,Yes,Dryad,Yes,Unsure,NA,Unsure,Yes,Maybe if I had the right software,native source code,MATLAB,NA,NA,NA,NA,Not an R package,25,I couldn’t open the code. But I think is because I don't have MATLAB in my laptop.,United Kingdom of Great Britain and Northern Ireland,I couldn't open the code files.,52
984,10.1111/1365-2435.13792,2021,Functional Ecology,Research Article,Yes,Yes,"Data deposited in Dryad Digital Repository https://doi.org/10.5061/dryad.hqbzkh1fs (Májeková et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,5,Complete,Yes,"All analyses were performed in the R software (R Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany;Slovakia,Please double check the point about the lack of species replicates from sampling.,86
4108,10.1111/1365-2656.12712,2017,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.hm7k5 (Froy, Lewis, Nussey, Wood, & Phillips,2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt,Yes,6,Complete,Yes,All analyses were performed using the lme4 statistical package in the program R (version 3.2.2).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,116
4109,10.1111/1365-2435.14634,2024,Functional Ecology,Research Article,Yes,Yes,"Data used in these analyses are available online at the Data Dryad Repository: https://doi.org/10.5061/dryad.7pvmcvdxt (Dawson et al., 2024).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,7,Unsure,Yes,"We performed all analyses in R ver. 4.0.4 (R Core Team, 2022).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia;United States of America,NA,116
4110,10.1002/pan3.10148,2020,People and Nature,Research Article,Yes,Yes,"The 2018 survey data used for this study have been made publicly available on Zenodo https://doi.org/10.5281/zenodo.4018225 (Oh, Fielding, Carrasco, & Fuller, 2020). The 1996 survey data used has been archived at https://doi.org/10.14264/834ba6f (Oh & Fuller, 2020).",Yes,Zenodo,Yes,Yes,CC BY,Yes,Yes,.xls(x),No,NA,Complete,Yes,"All statistical analyses were carried out in R (version 3.5.1; R Development Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,116
4111,10.1111/1365-2745.13324,2019,Journal of Ecology,Research Article,Yes,Yes,"Data used in this publication are available in the appendices and archived at the USU Digital Commons: https://doi.org/10.26078/99w7-eb58 (Kulmatiski, 2019).",Yes,Other repo/database,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,5,Unsure,Yes,"ll models were fit in r (R Core Team, 2015) using the gam function from the mgcv package (Wood, 2004).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,116
1422,10.1111/1365-2745.13961,2022,Journal of Ecology,Research Article,Yes,Yes,"Genomic data used in this study came from Bohutínská et al. (2021) which have been deposited in the Sequence Read Archive (SRA; https://www.ncbi.nlm.nih.gov/sra; accession numbers SRP156117 and SRP233571). The dataset containing the phenotypic data is included in Table S3 and is available on Figshare https://doi.org/10.6084/m9.figshare.19771234 (Wos et al., 2022).",Yes,Figshare,Yes,NA,CC BY,Yes,Yes,.xls(x),No,NA,Complete,Yes,"We used the function ‘glmmTMB’ (‘glmmTMB’ package; Magnusson et al., 2017) in r (R Core Team, 2021; RStudio Team, 2022) to fit GLMMs. Thereby p-values were obtained using the Wald chi-squared test (Wald X2) as implemented in the ‘car’ package (Fox & Weisberg, 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Czechia,NA,79
1423,10.1111/1365-2664.13862,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.3n5tb2rgp (Aguilera et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,6,High,Yes,"All data analyses were performed in R (version 3.6.2, R Core Team, 2014) using linear mixed models (lme4 package, Bates et al., 2015) and removing non-significant interactions with backward stepwise removal.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweden,NA,79
4112,10.1111/1365-2664.13369,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.bd10668 (Henriksen et al., 2019).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,6,Unsure,Yes,"We interpolated missing years using the “Na.spline” function from the Zoo package (Zeileis & Grothendieck, 2005) in r (R Core Team, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norway,NA,116
4113,10.1111/1365-2435.14422,2023,Functional Ecology,Research Article,Yes,Yes,"All trait and climate data collected for this paper are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.cnp5hqcb2 (Medeiros et al., 2023). Relevant code is available on Zenodo: https://doi.org/10.5281/zenodo.8264651.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,7,Complete,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,CC BY,No,Yes,Yes,native source code,R,No,NA,7,No,Not an R package,NA,NA,United States of America,NA,116
4114,10.1111/1365-2656.13272,2020,Journal of Animal Ecology,Research Article,Yes,Yes,"The datasets generated and analysed during this study available at https://doi.org/10.18122/bio_data/3/boisestate (McCaslin, Caughlin, & Heath, 2019).",Yes,Other repo/database,Yes,No,NA,Yes,Yes,.csv/.tsv,Yes,3,Unsure,Yes,"We calculated natal dispersal distance and direction from latitude and longitude with the package geosphere (Hijmans, 2016a) in the r programming language, version 3.5.3 (R Development Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,116
4115,10.1111/1365-2656.13643,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from UQ eSpace https://doi.org/10.48610/088a9c5 (Winters et al., 2021).",Yes,Other repo/database,Yes,Unsure,NA,Yes,Yes,.csv/.tsv;.xls(x),Yes,4,Unsure,Yes,"Analysis was done using the R package glmmTMB v.1.1.2.2 (Brooks et al., 2017) using R studio v. 1.3.1056 (R Development Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,116
4116,10.1111/1365-2745.13566,2020,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.3xsj3txfh (LUSK et al., 2020b).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,No,All statistical analyses were carried out using Statistica™ (TIBCO).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Zealand,NA,116
3850,10.1111/1365-2664.14821,2024,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the 4TU. Research data Repository https://doi.org/10.4121/ce413614-1c82-4e81-90c0-323aa7d2fabd (de Smit et al., 2024).",Yes,Other repo/database,Yes,NA,CC BY,NA,NA,.csv/.tsv;.doc(x),Yes,10,NA,Yes,Tukey-HSD tests were performed to assess statistical differences in movement intensity between treatments,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Netherlands (Kingdom of the),NA,74
3851,10.1111/1365-2656.13708,2022,Journal of Animal Ecology,Research Article,Yes,Yes,"The data and the R code used to produce the results of this study are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.547d7wmb5 (Hsu et al., 2022).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv;.txt,Yes,10,Complete,Yes,NA,Yes,Yes,Yes,Dryad,Yes,Yes,CC0,Unsure,Yes,No,Other,R,Yes,8,NA,No,Not an R package,NA,NA,Finland,NA,74
