Timestamp,1. Paper number,2. DOI of paper (please copy paste to avoid errors),3. Year of publication (on spreadsheet),4. Journal  (on spreadsheet),5. Article type  (on spreadsheet),6. Please paste the text of the Data Availability statement here,7. Does the paper have data?,1. Country of corresponding author  (on spreadsheet),"2. Country of first author. Use their main address on the paper. There may be more than one. We mean the address that is next to their name on the paper, NOT any “current address” that may be added for people who have recently moved institutions.","3. What georegion(s) were any novel data used in the paper collected from? Select all that apply. NOTE THIS MEANS DATA THAT WERE PHYSICALLY COLLECTED IN THESE COUNTRIES, DO NOT INCLUDE THINGS WHERE THE AUTHORS USED A DATASET FROM FRANCE BUT DID NOT ACTUALLY GO TO FRANCE TO COLLECT DATA :)",4. Are any authors (use their main address on the paper) based in the georegion the data were collected from?  Also check the Acknowledgments to see if data labourers from the georegion who are not authors are mentioned there instead.,Any comments about data equity that these Qs don't cover?,1. Are the data mentioned in the Data Availability statement?,2. Are you able to find the data using the link/instructions in the Data Availability statement?,3. Where are the data archived?,4. Does the dataset have a DOI?,5. Can you download the data?,6. Can you open the data?,7. What format are the data in?,8. Does the data have a README/metadata?,9. How useful is the README/metadata? Read the notes in the protocol to help with decisions here. SKIP THIS Q IF NO README EXISTS.,10. How complete is the archived data?,11. Does the data have a license?,"12. If yes, what license?",13. Has the data been cited (excluding the original paper it was archived for)? You can find this information on the Dryad and Figshare landing pages for the dataset on the right hand side. For other repositories it varies. If you can't find out easily just pick Unsure.,"14. If yes, how many times?  Enter number or Unclear",15. Has the data been cited by someone other than the original authors? You can find this by clicking on the citations and looking at the papers that cite the data.,"16. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","17. For any paper(s) citing the data, what georegions are on the authors main addresses (i.e. when doing the work)? Please select all relevant options.",0.1 Does the paper use code?,"0.2 If the paper uses code, and this is NOT archived (i.e. they mention using R or Python but don't provide any scripts) please copy-paste the text from the paper that alerted you to them using code...",0.3 Does the paper have archived code?,1. Is the code archiving described in the Data Availability (or equivalent) statement?,*Please paste the section of the text that refers to the archived code if this is NOT part of the Data Availability Statement*.,2. Are you able to find the code using the link/instructions in the Data Availability (or equivalent) statement?,3. Where are the code archived?,4. Does the code have a DOI?,5. Can you download the code?,6. Can you open the code?,7. What language is the code written in?,8. What format is the code in?,9. Does the code have a README?,10. How useful is the README? See the protocol for help with making decisions about this. SKIP THIS Q IF NO README EXISTS.,11. How well is the code annotated? See the protocol for help with making decisions about this.,12. Does the code have a separate vignette with examples of how the code should be used?,"13. If the code is an R Package, and it was previously available on CRAN/Bioconductor (as stated in the Data Availability statement), is it still available? Check this by trying to install it on the most recent version of R. If you don't know how to do this/can't do this choose ""Unable to check""","14. If the code is a package in another language (e.g. Python) published on PyPI please put the name of the package here and where it has been deposited we will see if it is still available. If you know how to look this up yourself, please do and mention whether it is still available here (Yes/No)",15. Does the code have a CITATION file?,16. Does the code have a license?,"17. If yes, what license?",18. APPLICATION papers only. How many times has the paper been cited? You can find this on the landing page of the paper.,19. Has the code been cited (excluding the original paper it was archived for)? Code = the archived code (not the paper or package).,"20. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","21. Do you have any other comments about the code? For example for those familiar with these processes, does the code use unit test? Doe it have continuous integration? Does it use docker/other containers?",21. Has the code been cited by someone other than the original authors?,"22. If yes, how many times? Enter number or Unclear",1. Did you have any issues recording data for this paper? If yes we will go back and check it for you later.,2. Any other comments about this paper?,2. What date did you do this? (YYYY-MM-DD),...62,...63,...64,...65,...66,...67,recorder_ID
2025/10/06 5:03:30 pm GMT,6899,10.1111/1365-2435.14361,2023,Functional Ecology,Research Article,All data used in this study will be available at Figshare (https://doi.org/10.6084/m9.figshare.21711155).,Yes,China,China,China,Yes - First author;Yes - One or more middle authors,NA,Yes,Yes,Figshare,Yes,Yes,Yes,.xls(x),No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC BY,No,NA,No,NA,NA,Yes,All the above statistical analyses and plotting were performed in R software (v.4.1.3).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-06,NA,NA,NA,NA,NA,NA,70
2025/10/06 5:14:44 pm GMT,6900,10.1111/1365-2435.13940,2021,Functional Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.4qrfj6qbb (Huang et al., 2021).",Yes,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,4,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"PERMANOVA and NMDS were performed using adonis and metaMDS functions in the r package vegan (Oksanen et al., 2019). Species richness, Shannon diversity and evenness were calculated using diversity function in the r package vegan. LMMs were performed using lme function in the r package nlme (Pinheiro et al., 2020). All statistical analyses were conducted in r 4.0.2 (R Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-06,NA,NA,NA,NA,NA,NA,70
2025/10/06 6:06:20 pm GMT,6901,10.1111/1365-2664.13584,2020,Journal of Applied Ecology,Research Article,All biological data can be obtained freely from the Freshwater and Marine Biological Surveys for Invertebrates England Database at https://data.gov.uk/dataset/ae610ec8-7635-4359-9662-c920046950f7/freshwater-and-marine-biological-surveys-for-invertebrates-england using the site codes found in Table S2. All daily mean discharge data can be obtained freely from the National River Flow Archive at https://nrfa.ceh.ac.uk/data/search using the station codes shown in Table S3.,Yes,Switzerland,Switzerland,NO DATA COLLECTED,"No data collected, but some authors are based in the georegion where the data come from (UK)",NA,Yes,No,Institutional repository,No,No,No,UNSURE,Unsure,NA,Unsure,Yes,OGL (Open Government Licence) by the UK government,Unsure,NA,Unclear,NA,NA,Yes,"All statistical functions and analyses were performed in the r environment (R version 3.3.1; R Development Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Database (Biosys) refered in ""Data availability statement"" is superseded. I could not find the data using the codes (Table S2) in the new database (https://www.data.gov.uk/dataset/3faf10d7-04bc-49e0-8377-61f75186d21d/freshwater-river-macroinvertebrate-surveys-biosys)",2025-10-06,NA,NA,NA,NA,NA,NA,70
2025/10/06 6:24:11 pm GMT,6902,10.1002/pan3.10400,2022,People and Nature,Research Article,"We will archive our data and R code in accordance with the University of Queensland Research Data Management policies and procedures, but as per our agreement with the University of Queensland Ethics office and due to the confidentiality of the data, we are unable to make it publicly available.",Yes,Australia,Australia,NO DATA COLLECTED,Yes - First author;Yes - Last author;Yes - One or more middle authors,Acknowledgement section is not present.,Yes,No,Institutional repository,No,No - because the data are embargoed,No,NA,No,NA,Unsure,Unsure,NA,No,NA,No,NA,NA,Yes,"(1) We fitted a linear model to describe the relationship between values and attitudes (lm function, stats package; R Development Core Team, 2013). (2) We fitted four logistic regression models (glm function, stats package; R Development Core Team, 2013). (3) These count variables were then used this as continuous response variables in a series of models (glm function, stats package; R Development Core Team, 2013).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-06,NA,NA,NA,NA,NA,NA,70
2025/10/06 6:42:55 pm GMT,1494,10.1111/1365-2664.13943,2021,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.rjdfn2zbj (Ladouceur et al., 2021). Code necessary to reproduce results is available in a GitHub repository (https://github.com/emma-ladouceur/Prioritize-Species-Restoration) and archived with Zenodo (https://doi.org/10.5281/zenodo.4897014).",Yes,Germany,Germany,NO DATA COLLECTED,NA,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv;.xls(x),Yes,6,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,4,No,NA,Germany,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,7,7,No,Not an R package,NA,No,Unclear,Other (Open),NA,No,NA,NA,Unclear,NA,No,NA,2025-10-06,NA,NA,NA,NA,NA,NA,14
2025/10/06 8:07:15 pm GMT,3932,10.1111/1365-2656.13742,2022,Journal of Animal Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.j3tx95xh7 (Wehi et al., 2022a). Supplementary information is available at https://doi.org/10.5281/zenodo.6508721 (Wehi et al., 2022b).",Yes,New Zealand,New Zealand,Austria;New Zealand,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based;Authors are from SOME regions data was collected from but not all,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,unclear,Unclear,unclear,UNCLEAR,Yes,"2.6 Statistical analyses on Bulk Stable Isotope Analysis (BSIA)
All statistical analyses were carried out in R 4.0.2 (R Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Oddly the supplementary files were stored separately in zenodo as well as accompanying the original paper,2025-06-10,NA,NA,NA,NA,NA,NA,136
2025/10/06 8:21:09 pm GMT,3933,10.1111/1365-2656.13091,2019,Journal of Animal Ecology,Research Article,"Data used in this work are available from Dryad Digital Repository: https://doi.org/10.5061/dryad.bs8313h (Mestre et al., 2019).",Yes,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Unsure,unsure,Unclear,unsure,UNCLEAR,Yes,The GLMM were implemented with lme4 v. 1.1.19,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-06,NA,NA,NA,NA,NA,NA,136
2025/10/07 12:19:11 am GMT,2272,10.1111/1365-2435.13525,2020,Functional Ecology,Research Article,"The full dataset of the study, including laboratory results and analysis scripts, has been made available through Dryad Digital Repository at http://doi.org/10.5061/dryad.pvmcvdngw (Lindestad, von Schmalensee, Lehmann, & Gotthard, 2020).",Yes,Sweden,Sweden,Sweden,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.txt,Yes,6,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,Once but by the same team for a paper in 2018 (this paper was published in 2020),Once but by the same team for a paper in 2018 (this paper was published in 2020),No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,3,7,No,NA,NA,No,Yes,CC0,NA,"It is in the same repository as the data, as so was once cited by the same team for a somehow earlier paper.","It is in the same repository as the data, as so was once cited by the same team for a somehow earlier paper.",NA,NA,NA,No,"Admittedly, this paper felt a lot more complex than the others and it took a lot longer to understand the method. Therefore, the answers evaluating its parts maybe be slightly shaky.",2025-10-07,NA,NA,NA,NA,NA,NA,86
2025/10/07 12:38:27 am GMT,1469,10.1111/2041-210X.13992,2022,Methods in Ecology and Evolution,Research Article,All data used in this manuscript are present in the Shiny application which is available online at https://env-research.shinyapps.io/ML_river/. Data are also published in the Dryad Digital Repository (https://doi.org/10.5061/dryad.z34tmpght).,Yes,Belgium,Belgium,NO DATA COLLECTED,NA,NA,Yes,No,Dryad,Yes but DOI not found/incorrect,No,No,"unknown, DOI was incorrect",Unsure,NA,data DOI not found,Unsure,NA,Unsure,NA,Unclear,NA,NA,Yes,"Subsequently, we applied the Mann–Kendall trend test to examine increasing or decreasing trends within the 25 research topics using the Kendall package (McLeod & McLeod, 2015) in r (R Core Team, 2014). The hierarchical clustering analysis was implemented via stats (R Core Team & Worldwide Contributors, 2002) and clusterR (Mouselimis et al., 2019) packages in r.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"I listed ""unsure/unclear"" on many data questions because the DOI to the dryad link is broken, but perhaps some of those items/citations existed before the link was broken. The authors provide a shiny app where one can visualise the data, but I did not count this as data being available as it was only summaries.",2025-10-07,NA,NA,NA,NA,NA,NA,131
2025/10/07 12:55:41 am GMT,1470,10.1111/1365-2664.13043,2017,Journal of Applied Ecology,Research Article,"Data and code available from Zenodo Repository. https://doi.org/10.5281/zenodo.1035409 (Fovargue, Bode, & Armsworth, 2017).",Yes,United States of America,United States of America,NO DATA COLLECTED,NA,NA,Yes,Yes,Zenodo,Yes,Yes,Maybe if I had the correct software,.mat,NA,2,Unsure,Yes,MIT license,No,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Maybe if I had the right software,MATLAB,"native source code (e.g. .R, .py, .jl, etc)",Yes,3,NA,No,Not an R package,NA,No,Yes,MIT,NA,No,NA,"cannot open matlab code, unsure about quality/commenting etc",No,NA,No,data consists of code to simulate data. I was unable to verify if the matlab code provided could be used to recreate the simulated data because I cannot use matlab.,2025-10-07,NA,NA,NA,NA,NA,NA,131
2025/10/07 3:00:39 am GMT,1471,10.1111/1365-2745.14280,2024,Journal of Ecology,Research Article,"Data and code for the analyses are available at the Zenodo Digital Repository: https://doi.org/10.5281/zenodo.10579387 (Isla et al., 2024) and the GitHub repository https://github.com/PJordano-Lab/MS_JuniperusProgeny.",Yes,Spain,Spain,NO DATA COLLECTED,NA,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.csv/.tsv,No,NA,All the data necessary to reproduce all analyses and results are archived.,No,NA,No,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","markdown / notebook containing code (e.g. .Rmd, .qmd, etc)",Yes,2,6,No,Not an R package,NA,No,No,NA,NA,No,NA,"single .rmd file (2130 lines long). all chunks barring one could be run (impressive!) but there could have been more organisation/functions to help avoid the code clutter. no advanced coding practices were employed (tests, ci, etc)",No,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,131
2025/10/07 3:33:59 am GMT,1472,10.1111/1365-2435.12935,2017,Functional Ecology,Research Article,"Trait data: Species average values of leaf silicon concentration, phenolic concentration and tensile strength are uploaded as online supporting information (Table S2). Individual level data for defence and growth rate are deposited in the Dryad Digital Repository: https://doi.org/10.5061/dryad.6nd96 (Simpson, Wade, Rees, Osborne, & Hartley, 2017).",Yes,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Australia;Germany;Mexico;United Kingdom of Great Britain and Northern Ireland;United States of America,Authors are from SOME regions data was collected from but not all,"the data in question were seeds that were sourced from the locations I listed. the data wasn't precisely collected there, but rather the seeds had provenance from seed banks thing these locations",Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,5,All the data necessary to reproduce all analyses and results are archived.,No,NA,No,NA,No,NA,NA,Yes,"Growth curves were fitted to log-transformed total dry mass data over time for each species in r (R Core Development Team, 2013) using nonlinear mixed effects models (nlme package; Pinheiro, Bates, Debroy, & Sarkar, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"I was unsure if the provenance of the seeds counted as novel data collection. Also I could not verify that the data provided also replication of the analyses becuase the code was not provided. It did, however, appear to be complete.",2025-10-07,NA,NA,NA,NA,NA,NA,131
2025/10/07 6:15:14 am GMT,1662,10.1111/1365-2435.12885,2017,Functional Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.gn818 (Yahdjian, Tognetti & Chaneton 2017).",Yes,Argentina,Argentina,Argentina,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv;.xls(x),Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,70
2025/10/07 6:34:07 am GMT,288,http://doi.org/10.1111/2041-210X.13748,2021,Methods in Ecology and Evolution,Research Article,"The supervised discriminant analysis is implemented as an r package da (Qin, 2021a) and is available for installation at https://cran.r-project.org/web/packages/DA/index.html. The source code of the package, input files and command lines for simulations, as well as the scripts for analysis of simulated and empirical datasets are available at https://doi.org/10.5281/zenodo.5173129 (Qin, 2021b). The tutorial for population structure inference using the cattle breed data (Laloë et al., 2007) is available at https://xinghuq.github.io/DA/articles/index.html.",Yes,United Kingdom of Great Britain and Northern Ireland,China,China,No authors are based in the georegion,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.csv/.tsv,No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,6,Yes,Yes,NA,No,Yes,CC BY,NA,No,NA,NA,No,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,78
2025/10/07 6:40:31 am GMT,289,http://doi.org/10.1111/1365-2664.14818,2024,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.9zw3r22qn (McMahon et al., 2024).",Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,3,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"All statistical analyses were conducted in R statistical software version 4.2.2 (R Development Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,78
2025/10/07 7:32:55 am GMT,2943,10.1111/1365-2656.13345,2020,Journal of Animal Ecology,Research Article,"The vegetation greenness data (MODIS EVI) are available from the NASA lpdaac server (lpdaac.usgs.gov) for the Terra (10.5067/MODIS/MOD13C2.006) and Aqua satellites (10.5067/MODIS/MYD13A2.006). The eBird bird occurrence data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.hmgqnk9f3 (La Sorte & Graham, 2020).",Yes,United States of America,United States of America,NO DATA COLLECTED,NA,NA,Yes,Yes,Dryad,Yes,Yes,Yes,RData,No,1,Some analyses can be repeated but not all (~50% of analyses can be repeated).,Yes,CC0,No,NA,No,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,51
2025/10/07 7:37:27 am GMT,7239,http://doi.org/10.1111/1365-2745.14277,2024,Functional Ecology,Research Article,"Data are available at https://doi.org/10.5061/dryad.51c59zwg6 (Wang et al., 2024).",Yes,China,China,China,Yes - First author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,6,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,NA,No,NA,NA,Yes,"Independent t-tests, ANOVAs, and linear regressions were carried out using SPSS 16.0 (SPSS Inc., Chicago, USA). The PCA, RDA, and Pearson's correlation were performed using ‘stats’, ‘vegan’ and ‘corrplot’ packages in R, respectively (R Core Team, 2019)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,93
2025/10/07 7:45:19 am GMT,3160,10.1111/2041-210X.13448,2020,Methods in Ecology and Evolution,Research Article,"Code and data to fully reproduce the simulation and empirical analyses, results and figures can be found on GitHub (https://github.com/mbelitz/belitz_etal_phenometrics) and is archived on Zenodo (https://doi.org/10.5281/zenodo.3565992) (Belitz, 2020b). The raw iNaturalist observations used in this paper can be found in the following GBIF downloads (https://doi.org/10.15468/dl.fmeqni; https://doi.org/10.15468/dl.2qjve9; https://doi.org/10.15468/dl.pbn3gq). Updated versions of the r package phenesse will be released on CRAN (https://cran.r-project.org/package=phenesse).",Yes,United States of America,United States of America,NO DATA COLLECTED,NA,NA,Yes,Yes,"GitHub, GitLab, Codeberg or similar platform;Zenodo",Yes,Yes,Yes,".csv/.tsv;.txt;.xls(x);.xml, .png, .R",Yes,3,All the data necessary to reproduce all analyses and results are archived.,Yes,(Open),No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,3,9,Yes,Unable to check,NA,Unclear,Yes,(Open),NA,No,NA,NA,No,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,51
2025/10/07 7:49:24 am GMT,7240,http://doi.org/10.1111/1365-2664.13360,2019,Journal of Applied Ecology,Research Article,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.6n0b28n (Sibarani, Di Marco, Rondinini, & Kark, 2019).",Yes,Australia,Australia,NO DATA COLLECTED,No authors are based in the georegion,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x);.tif,Yes,3,Unsure,Yes,CC0,No,NA,No,NA,NA,Yes,"We performed all spatial data processing using the r packages “sp” (Pebesma & Bivand, 2005) and “raster” (Hijmans & van Etten, 2012) in r version 3.4.1 (R Development Core Team, 2008).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,93
2025/10/07 7:51:58 am GMT,3170,10.1111/1365-2745.13656,2021,Journal of Ecology,Research Article,"The data used in this paper are accessible through the Dryad Digital Repository https://doi.org/10.5061/dryad.1g1jwstvx (Delpierre et al., 2021).",Yes,France,China,NO DATA COLLECTED,NA,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,NA,No,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,51
2025/10/07 7:57:45 am GMT,3336,10.1111/1365-2664.13286,2018,Journal of Applied Ecology,Research Article,"All data and metadata are available via USGS Science Base https://doi.org/10.5066/p91vexew (Rubenstein, Christophersen, & Ransom, 2018).",Yes,United States of America,United States of America,NO DATA COLLECTED,NA,NA,Yes,Yes,USGS Science Base,Yes,Yes,Yes,.csv/.tsv;.xml,No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,Unsure,NA,Unsure,NA,Unclear,NA,NA,Yes,All analyses were conducted in r (Version 1.0.136).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,51
2025/10/07 8:44:53 am GMT,1267,10.1111/1365-2435.13435,2019,Functional Ecology,Research Article,"Data are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.j2n1vq2 (Barton, Edwards, & Koricheva, 2019).",NA,United States of America,NA,United States of America,Authors are from SOME regions data was collected from but not all,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv;.txt,Yes,8,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,0,No,0,UNCLEAR,Yes,"We conducted the meta-analysis using the “metaphor” package in R version 3.5.1 (Viechtbauer, 2010).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,1
2025/10/07 8:45:04 am GMT,7228,http://doi.org/10.1002/pan3.10334,2022,People and Nature,Research Article,"Raw anonymized data underlying this research are available at Open Science Framework repository (https://osf.io/358k7/). To preserve anonymity of letter writers, potentially identifiable information was removed.",Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,OSF (https://osf.io/),Yes,Yes,Yes,.doc(x),Yes,3,Unsure,Yes,CC BY,Unsure,NA,Unclear,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,93
2025/10/07 8:56:52 am GMT,1289,10.1111/1365-2435.14703,2024,Functional Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.2fqz61300 (Russo et al., 2024).",Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,7,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,0,No,0,UNCLEAR,Yes,All statistical analyses were conducted in R version 4.2.2 (2022).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,1
2025/10/07 9:14:01 am GMT,1295,10.1111/1365-2435.14001,2022,Functional Ecology,Research Article,"Data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.rbnzs7hcm (Choudhury et al., 2021).",Yes,Sweden,Sweden,Sweden,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,7,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,Yes,1,No,0,UNCLEAR,Yes,"CWM was calculated using the function dbFD in the r package fd (Laliberté et al., 2015),",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-10-07,NA,NA,NA,NA,NA,NA,1
