paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_OTHERpackage_available,code_application_cited,code_comments,country_corresponding,country_first,georegion_data,georegion_author_match,georegion_data_cited,equity_comments,comments,course_of_action,justification,recorder_ID
1166,10.1111/2041-210X.13324,2019,Methods in Ecology and Evolution,Research Article,Yes,Yes,"All the data necessary to repeat the simulations are described in Table 1 and can be reproduced by using the r package ‚Äòglads‚Äô. Appendix S1 and Appendix S2 provide examples and descriptions of the r package, and are deposited in Dryad Digital Repository https://doi.org/10.5061/dryad.12jm63xt0. The r package code is available on GitHub and deposited in Zenodo: https://doi.org/10.5281/zenodo.3516224 (Anderson, Quilodran, & Coulson, 2019).",No,Dryad,Yes but DOI not found/incorrect,Yes,CC0,No,No,NA,Unsure,NA,Unsure,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Other (Open),No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",Yes,7,7,Yes,Not an R package,NA,NA,"""glads"" is a fully wrapped R package complete with ""examples"" (vignettes) and documentation. The package was never available on CRAN but is (still) downloadable and installable from GitHub. Version 1.0 was released alongside the paper and is still the current version.",United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NO DATA COLLECTED,NA,NA,All novel data are simulated using a model constructed in the paper,"Link to Dryad repository is broken, I get the message ""The dataset you are trying to view is not available"". I assume there was simulated data in there but it is not clear.",None,Comment information documented in answers,33
1309,10.1002/pan3.10154,2020,People and Nature,Research Article,Yes,Yes,"Audio recordings and transcribed interview responses cannot be made public due to agreed procedures under the ethical clearance provided for this research (Human Research Ethics committee, Oxford University, REF: R58336/RE001).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Zimbabwe,Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements;Data labourers are in the Acknowledgements but it is unclear where they are based,UNCLEAR,NA,Author from UK conducted Interviews in Zimbabwe; Interview data was not available.,Edit,Updated answers to reflect comment,1
1124,10.1111/2041-210X.14277,2023,Methods in Ecology and Evolution,Application,Yes,Yes,"The bistro R package source code is hosted at https://github.com/duke-malaria-collaboratory/bistro and has been archived with Zenodo at https://zenodo.org/doi/10.5281/zenodo.8329908 (Lapp & Markwalter, 2023). PROVEDIt data are available at https://doi.org/10.1016/j.fsigen.2017.10.006 (Alfonse et al., 2018). Kenyan STR profiles are unshareable.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,LGPL v3,Unclear,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",Yes,8,8,Yes,No,NA,0,NA,United States of America,United States of America,Kenya,Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,"The paper has a link to GitHub with installation description and everything necessary to run the code. It has another repository at zenodo, where the license differs. For the assessment I used the GitHub only and ignored the zenodo archive.",Edit,"Code answers seem reasonable, updated data answers to reflect data inaccessibility",37
1171,10.1111/2041-210X.12874,2017,Methods in Ecology and Evolution,Application,No,NA,The data used to evaluate the program are freely available in the Sourceforge repository (https://toxtrac.sourceforge.io),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No - but it is described in the Methods,Yes,SourceForge,No,Yes,CC-NC-ND,Unclear,Yes,The program is for Windows and I'm running on a Mac,"native source code (e.g. .R, .py, .jl, etc)",C/C++,Yes,8,NA,The program comes with instruction videos explaining how it works,Not an R package,"ToxTrac, SourceForge, Yes still available (https://toxtrac.sourceforge.io)",317,NA,NA,NA,NA,NA,NA,NA,"Would be good for someone with a Windows PC to download and install this, and take a look inside the code",None,Comment information documented in answers,33
569,http://doi.org/10.1111/2041-210X.13433,2020,Methods in Ecology and Evolution,Research Article,Yes,Yes,"All data presented in this paper are publicly archived on Dryad (https://doi.org/10.5061/dryad.ffbg79crm; Guiry & Szpak, 2020) and are also available in Supporting Information 1 and in referenced sources.",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,9,All the data necessary to reproduce all analyses and results are archived.,No,N/A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Canada;United Kingdom of Great Britain and Northern Ireland,Global,No. Global data were collected,UNCLEAR,"The data collected were across published studies globally, with no specific country.",The Dryad citations for the data were not accessible to know who cited the data. Only the citation numbers could be seen.,Edit,The list of citations on the repository actually look to be references (219 papers but all older than repository) so updated these answers,62
1781,10.1111/1365-2656.13616,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"Data are available at Dryad data repository: personality, spatiotemporal ecological variation and resident/explorer movement syndromes in the sleepy lizard, Dryad Digital Repository https://doi.org/10.25338/B8RW6J (Michelangeli, 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.Rdata,Yes,9,Unsure,Yes,"Analysis was conducted in R version 3.6.2 (R Core Team, 2021)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,Australia;Sweden;United States of America,Australia,"Yes - First author;Yes - One or more middle authors;First author has three countries listed, novel data is produced in one of them but this is not the same as country on spreadsheet",NA,NA,"The data archived is an R code, which I couldn't open even though I do have that software, so I was unable to answer most questions. However, there is also data included in the Supplementary materials, but because I could not check if this was the same or different than the data in the R file from the data repository, I wasn't able to answer many of the questions about the data/code",Edit,Code answers falsely given about .RData files when actually no code was provided,124
1783,10.1111/1365-2664.14052,2021,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.rjdfn2zc3 (Raman & Hariharan, 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,NA,"Yes, but it's not explicitly mentioned in the data archiving statement",Yes,Yes,Zenodo,Yes,Yes,MIT,No,Yes,Yes,"markdown / notebook containing code (e.g. .Rmd, .qmd, etc)","R (including Rmarkdown, Quarto)",Yes,3,4,No,Not an R package,NA,NA,NA,India,India;United States of America,India,Yes - First author;Yes - Last author;Yes - Data labourers from the georegion are in the Acknowledgements,India,NA,"Couldn't access file called ""README"" which is also listed as the code for this paper; links within text on Dryad page only go to general R page, not to any specific respository with code",Edit,The code file is in a Zenodo repository attached to the Dryad repository,124
1247,10.1111/2041-210X.13248,2019,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Case study data, r script and overlapptest tutorial are in DRYAD entry: https://doi.org/10.5061/dryad.2r5k78d (Pescador, de la Cruz, Chac??n-Labella, & Escudero, 2019). The latest version of overlapptest package can be found on CRAN (https://CRAN.R-project.org/package=overlapptest).",Yes,Dryad,Yes,Yes,CC0,Yes,"I can load the data into R but it just comes up as a huge 3D array, it's not clear whether this is the intended data format as there are no README instructions",.Rdata,"The file called README is actually a vignette, it does not explain the data",NA,Unsure,Yes,NA,Yes,Yes,Yes,Dryad,Yes,Yes,CC0,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",No,NA,7,Yes,Yes,NA,NA,NA,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,"Without a README and with the data reading in in a strange format, it's really hard to tell what's going on in this supplement!",None,Comment information documented in answers,33
7453,http://doi.org/10.1111/1365-2664.14748,2024,Journal of Applied Ecology,Research Article,Yes,Yes,"The original data were available at the European Nucleotide Archive by accession number PRJEB55872 (https://www.ebi.ac.uk/ena/browser/view/PRJEB55872). Competition and germination data are available from Dryad Digital Repository https://doi.org/10.5061/dryad.0vt4b8h6z (Yang et al., 2024).",Yes,Dryad;ENA,"There are two data available in one DOE, and the other one is a link to ENA",Yes,CC0,Yes,Yes,.xls(x);SH,Yes,8,All the data necessary to reproduce all analyses and results are archived.,Yes,NA,Yes,It is indicated in the readme,Yes,Dryad,Yes,Unclear,NA,No,Yes,Yes,.txt,"R (including Rmarkdown, Quarto)",No,NA,NA,No,NA,NA,NA,NA,China,China,NA,NA,China,NA,The article is not public,Delete,Too many issues here to redo quickly,18
1363,10.1002/pan3.10326,2022,People and Nature,Research Article,Yes,Yes,"The data used in this study are publicly available through Zenodo (https://zenodo.org/record/6401123#.YkWApzVCQ2w). Nonetheless, due to the sensitivity and confidentiality of the information they contain, the data are anonymized.",Yes,Zenodo,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,"The model was fitted in r (R Core Team, 2017) by using the function ‚Äòbrm‚Äô from the r-package ‚Äòbrms‚Äô (B?ºrkner, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Germany,Austria;Cameroon;Central African Republic;Chad;Congo;Czechia;Ethiopia;France;Gabon;Germany;Ghana;Guinea;Hungary;Kenya;Liberia;Namibia;Poland;Romania;Sierra Leone;Slovakia;South Africa;Spain;Sweden;Tunisia;Uganda;Africa and Europe,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements;Authors are from SOME regions data was collected from but not all,UNCLEAR,Questionnaire-based survey; Countries selected from data provided,Questionnaire-based survey data; Countries selected from the data provided,None,Comment information documented in answers,1
1370,10.1111/1365-2435.13061,2018,Functional Ecology,Research Article,Yes,Yes,"Data of soil microbial biomass, bacterial sequencing and plant cover deposited in the Dryad Digital Repository: https://doi.org/10.5061/dryad.q6789 (Ma et al., 2018). The sequencing data are also available from NCBI BioProject under accession ID: PRJNA429723 (https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA429723).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.txt;.xls(x),Yes,4,All the data necessary to reproduce all analyses and results are archived.,Yes,"All data analyses were performed in r 3.3.2 (R Development Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belgium,Belgium,Belgium,Yes - First author;Yes - Last author;Yes - One or more middle authors,UNCLEAR,NA,Large data files for sequences; full dataset was not downloaded,Edit,Lightly edited data answers,1
1139,10.1111/1365-2656.14227,2024,Journal of Animal Ecology,Research Article,Yes,Yes,"Guillemot demographic data and environmental covariates are freely available from Heriot Watt research portal https://doi.org/10.17861/8fd6a194-d1a7-469c-8604-e45b0414f8f0 (Laurenson et al., 2024a). Puffin and razorbill demographic data are available upon request for non-commercial use from the University of Gloucester online repository https://doi.org/10.46289/8FP68KK9 (Laurenson et al., 2024b).",Yes,Institutional repository,Yes,Yes,CC BY,"Part of the data is available, but part is available only upon request",Yes,.csv/.tsv;.inp,Yes,5,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,NA,"Yes, but it's not explicitly mentioned in the data archiving statement",No,"I found the code because it was archved together with data, but there was no reference in the Data Availability (or equivalent) statement",Institutional repository,Yes,Yes,CC BY,Unclear,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",Yes,2,8,No,Not an R package,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements;,UNCLEAR,NA,Only part of the data was available. It is stated that remaining  data are available upon request (https://doi.org/10.46289/8FP68KK9). However the link does not work,None,Comment information documented in answers,35
1140,10.1111/1365-2435.13575,2020,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.z08kprr96 (Wang et al., 2020). The raw sequencing data were archived at the National Center for Biotechnology information (https://www.ncbi.nlm.nih.gov/), in the Sequence Read Archive database.",Yes,Dryad;NCBI GenBank,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,NA,Yes,"Our structural equation modelling was carried out using the SEM function of the lavaan package (Rosseel, 2012) in r (version 3.4.3, R Core Team, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,Data deposited in Dryan was easily available. However The raw sequencing data archived at the National Center for Biotechnology information (https://www.ncbi.nlm.nih.gov/) are not.,None,Comment information documented in answers,35
7596,10.1111/1365-2745.12989,2018,Journal of Ecology,Research Article,No,NA,"All data used in this manuscript were obtained from publicly available sources. Maximum dispersal distances are available from Tamme et al. (2014). Traits are available from the KEW Seed Information Database (Royal Botanic Gardens Kew, 2016, available from http://data.kew.org/sid/), the TRY Plant Trait Database (Kattge et al., 2011, version 3.0, available from https://www.try-db.org), and the LEDA Traitbase (Kleyer et al., 2008, available from http://www.uni-oldenburg.de/en/biology/landeco/research/projects/leda/). Demographic information is available from the COMPADRE Plant Matrix Database (Salguero-G??mez et al., 2015, available from http://www.compadredb.org/). Taxonomic information was obtained from The Taxonomic Name Resolution Service using all available data sources (Boyle et al., 2013; The Taxonomic Name Resolution Service), including Tropicos (Missouri Botanical Garden), USDA (USDA, NRCS), Global Composite Checklist (Flann, 2009), The Plant List (2013), and International Legume Database and Information Service, and the Angiosperm Phylogeny Group III (available from http://www.mobot.org/MOBOT/research/APweb/).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"We obtained a phylogeny by trimming down the tree made available by Zanne et al. (2014) to the number of species used in each analysis using the package ape (Paradis, Claude, & Strimmer, 2004) in r (R Core Team, 2017).
We used parallel analysis to simulate 95th percentile eigenvalues from 100 simulated analyses and determine the number of retained principal components (Franklin, Gibson, Robertson, Pohlmann, & Fralish, 1995; Horn, 1965) using the function f a.parallel in the psych package (Revelle, 2017) in r (R Core Team, 2017).
To control for non-independence among lineages in our study, we conducted a phylogenetically informed PCA using the package phytools (Revell, 2012) in r (R Core Team, 2017).
For each PCA, we used the imputePCA function of the missMDA (Josse & Husson, 2016) package in r (R Core Team, 2017) to impute missing values. For the of 141 species, a total of 8.2% (116) of the 1,410 possible trait values were missing.
To examine whether a plant's mode of dispersal, growth form and matrix dimension (i.e. life cycle complexity) explain the location of a species along the major principal components, we used an ANOVA with Type 1 SS (Hector, Von Felten, & Schmid, 2010) including matrix dimension, dispersal mode, growth form and their two-way interactions as predictors (function aov in r, R Core Team, 2017).
To ensure our results were not affected by statistical dependence among the principal components, we conducted a permutational ANOVA on the first three principal components using Euclidian distance and 9,999 permutations with the function adonis in the package vegan (Oksanen et al., 2017) in r (R Core Team, 2017). As the results for the permutational ANOVA (Table S9) were the same as the results for the ANOVA, we report the results obtained from the ANOVA here. All analyses were conducted in r (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This paper uses data worldwide compiled from different sources, but has not archived the data used. Also did not archived code. It is imposible to replicate the analysis",None,Comment information documented in answers,35
6451,10.1111/2041-210X.14115,2023,Methods in Ecology and Evolution,Application,Yes,Yes,"All codes are freely available at https://zenodo.org/badge/latestdoi/486264498 and https://github.com/VioletteChiara/AnimalTA along with guidelines and installer. Videos of example, ground truth data (Data S1) and Tables S1‚ÄìS3 are available at: https://figshare.com/projects/AnimalTA/158423.

Tables S1 to S3. figshare. Dataset. https://doi.org/10.6084/m9.figshare.21977324.v2.

Original Videos: S1‚ÄìS19. figshare. Media. https://doi.org/10.6084/m9.figshare.21977267.v2.

Tracked videos: S20‚ÄìS38. figshare. Media. https://doi.org/10.6084/m9.figshare.21977294.v2.

Data S1. figshare. Dataset. https://doi.org/10.6084/m9.figshare.21977351.v2.",Yes,Figshare;Supplementary materials,No,No,NA,Yes,Yes,.xls(x);.avi,A short description is included in the Figshare landing page,2,All the data necessary to reproduce all analyses and results are archived.,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,MIT,No,Yes,Maybe if I had the right software,"native source code (e.g. .R, .py, .jl, etc)",Python,Yes,3,NA,unclear since I do not have the suitable Python compiler to open the code.,Not an R package,It is a Python package but not available on PyPI,34,NA,Spain,Spain,Spain,Yes - First author;Yes - Last author,NA,NA,I did not open the Python codes.,None,Comment information documented in answers,65
6452,10.1111/1365-2656.12831,2018,Journal of Animal Ecology,Research Article,Yes,Yes,"Original data associated with this article (classification of interaction outcomes for the 681 unique ‚Äúbird‚Äìfruit‚Äù interactions) are deposited in Dryad Digital Repository: https://doi.org/10.5061/dryad.r3d70m9 (Simmons et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,8,Unsure,Yes,"Modularity was calculated using the LPAwb+ code available on GitHub (https://github.com/sjbeckett/weighted-modularity-LPAwbPLUS; Beckett, 2016). All network metrics and null models, except modularity, robustness and Resilience75, were calculated using the R package ‚Äúbipartite‚Äù version 2.06.1.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,"The datasets have been collected from 7 European quantitative visitation networks, but is not clear if the datasets are novel.",Yes - First author;Yes - Last author;Yes - One or more middle authors,United Kingdom of Great Britain and Northern Ireland,"The datasets have been collected from 7 European quantitative visitation networks, but is not clear if the datasets are novel.",No code was archived for the paper.,None,Comment information documented in answers,65
3390,10.1111/1365-2664.13022,2017,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from ScienceBase. https://doi.org/10.5066/f7474803 (Merkle, Cross, et al., 2017).",No,ScienceBase,Yes but DOI not found/incorrect,Unsure,NA,No,No,NA,Unsure,NA,Unsure,No,NA,"No, asserts absence of novel code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,"The corresponding_author_country on the spreadsheet is Canada, inconsistent with the paper.","The corresponding country on the spreadsheet is incorrect,  and the ScienceBase link in the data availability statement leads to a different article.",Delete,"Hard to tell whether the data are novel or not given the repository link is to another paper published in the same year, will likely take time to unpick",51
5638,10.1111/1365-2745.13737,2021,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.z34tmpgdx (Freund et al., 2021).",Yes,Dryad,Yes,Yes,"CC0;""Contact corresponding author"" statement to use all or part of data.",Yes,Yes,.xls(x),Yes,9,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,"(1) Each of the aforementioned TCH and SDTCH models was identified from the full set of predictors by finding the three candidate models with the lowest AICc values using the glmulti package (Calcagno, 2020), then selecting the one with the lowest root mean square error and highest adjusted R2 based on leave-one-out cross-validation (caret package; Kuhn, 2020) as the final model. (2)  To do this, we used the support vector machine binary classifier (Vapnik, 1998) as implemented for Python in Scikit-learn (https://scikit-learn.org/stable/; program available at https://github.com/Curran-WFU) to make predictive models of residual vegetation state for landslides aged 6‚Äì25 years.","Yes, but it's not explicitly mentioned in the data archiving statement",No - but it is described in the Methods,No,"GitHub, Codeberg, Gitlab, or similar platform",No,No,NA,No,Yes,Yes,Jupyter Notebook file,Python,Yes,4,2,No,Not an R package,NA,NA,NA,United States of America,United States of America,Peru,No authors are based in the georegion,NA,NA,"Remote sensing data comes from different sources which include compiled remote sensing data. However, novel LiDAR data was obtained with an Airborne LiDAR mounted in an aircraft that flight over the Peruvian Andes-Amazon forest.",None,Comment information documented in answers,70
5636,10.1111/1365-2664.13981,2021,Journal of Applied Ecology,Research Article,Yes,Yes,Bitterling/ Ouse data were taken from these open data: https://data.gov.uk/dataset/f49b8e4b-8673-498e-bead-98e6847831c6/freshwater-fish-counts-for-all-species-all-areas-and-all-years. All other data used are available in the main text and supporting information.,No,Institutional repository,No,Yes,OGL (Open Government Licence),No,No,.csv/.tsv,Yes,3,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,"For both Pn and Qn, factorial linear models for each experiment were fitted using R version 3.6.3 (R Core Team, 2020) to partition the variance in the response variable.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NO DATA COLLECTED,NO DATA COLLECTED,NA,NA,"Instructions of Data Availability Statement are not enough to find the data. However, it is possible to find some information by looking the Methods sections, that indicates that data comes from River Great Ouse. Data for that river is present at the new version of UK Environment Agency  ""National Fish Populations Database (NFPD)"": https://environment.data.gov.uk/ecology/explorer/",Delete,"Data are actually simulated, not the 'inspiration' data mentioned in the data availability statement, so too many issues here to redo quickly",70
6979,https://doi.org/10.1111/1365-2664.13423,2019,Journal of Applied Ecology,Research Article,Yes,Yes,Mosquito age-class abundances for LF Population and observed pupal abundances per house from the pupal suveys conducted by Koenraadt et al. (2008) are available at 10.6084/m9.figshare.8117939.,No,Figshare,they have a DOI link but it is from another paper (check - https://doi.org/10.3389/fcimb.2025.1538459.s001),Yes,CC BY,Yes,Yes,.xls(x),No,NA,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,NA,Yes,Yes,No,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo;They say that code is available on GitHub but they provide a link of zenodo (0.5281/zenodo.2784071) and that link is not working.",No,"They have a code link, but it is not working. So, I couldn't find it.",NA,"They have a code link, but it is not working. So, I couldn't find it.",No,No,"They have a code link, but it is not working. I couldn't find it.",C/C++,"They have a code link, but it is not working. So, I couldn't find it.",NA,NA,"They have a code link, but it is not working. So, I couldn't find it.",Unable to check,"They have a code link, but it is not working. So, I couldn't find it.",19,"They have a code link, but it is not working. So, I couldn't find it.",United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NO DATA COLLECTED,"It is not clear. They collected some parameters, but it isn‚Äôt clear where. They also used published data from Iquitos, Peru.",NA,NA,"They have a code link, but it is not working. So, I couldn't find it.",Delete,"Data are not novel, and code section needs redoing, too many issues to redo quickly",52
6260,https://doi.org/10.1111/1365-2664.13415,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.h7b12g4 (Sanders et al., 2019).",Yes,Dryad,Yes,NA,CC0 1.0 Universal,Yes,Yes,.doc(x);.txt;.xls(x);.M file,Yes,9,Some analyses can be repeated but not all (~50% of analyses can be repeated).,Yes,NA,Yes,No,Yes,Dryad,Yes,I couldn‚Äôt open the code.,I couldn‚Äôt open the code.,I couldn‚Äôt open the code.,Yes,Maybe if I had the right software,.m,MATLAB,I couldn‚Äôt see if the a readme file. I couldn‚Äôt open the code,NA,NA,I couldn‚Äôt open the code.,Not an R package,NA,25,I couldn‚Äôt open the code. But I think is because I don't have MATLAB in my laptop.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,UNCLEAR,NA,I couldn't open the code files.,None,Comment information documented in answers,52
984,10.1111/1365-2435.13792,2021,Functional Ecology,Research Article,Yes,Yes,"Data deposited in Dryad Digital Repository https://doi.org/10.5061/dryad.hqbzkh1fs (M?°jekov?° et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,5,"All the analyses in the paper can be reproduced, but that is because the paper is missing part of its own method: it does not say how the plant species were sampled, so it is unclear whether each species had multiple replicates (which is missing from the data, with just a single row per species) or if they genuinely only sampled one individual plant per species.",Yes,"All analyses were performed in the R software (R Core Team, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Germany;Slovakia,Czechia,Yes - Last author;Yes - One or more middle authors,NA,NA,Please double check the point about the lack of species replicates from sampling.,None,Comment information documented in answers,86
3855,10.1111/2041-210X.14029,2022,Methods in Ecology and Evolution,Research Article,Yes,Yes,"All data needed to evaluate the conclusions in this paper are present in the manuscript, the Supplementary Materials and also in the following public data repositories: (i) the raw hyperspectral transects and annotations: https://doi.org/10.1594/PANGAEA.911300 (Chennu et al., 2020) (ii) the produced habitat maps for 31 transects in all combination of signal type, ML model and labelspace, as well as the data necessary to reproduce the figures presented in this work: https://doi.org/10.1594/PANGAEA.946315 (Sch?ºrholz & Chennu, 2022a) (iii) the source code as a reproducible project: (archive) https://doi.org/10.5281/zenodo.7185108 (Sch?ºrholz & Chennu, 2022b), and (live repo) https://bitbucket.org/hyperdream/digitizing-the-coral-reef/src/master/.",Yes,Zenodo;Pangea,Yes,Yes,CC BY,Yes,Maybe if I had the correct software,".tab, .py, .rst, .bat, .yml, .smk",Yes,7,Unsure,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,CC BY,Unclear,Yes,Maybe if I had the right software,"native source code (e.g. .R, .py, .jl, etc);markdown / notebook containing code (e.g. .Rmd, .qmd, etc)",Python,Yes,6,NA,"ReadMe is a Python Markdown file, cannot open",Not an R package,NA,NA,NA,Germany,Germany,Cura?ßao,No authors are based in the georegion,NA,NA,"ReadMe is a Python Markdown file, cannot open as not a Python user, so could not evaluate code ReadMe",None,Comment information documented in answers,74
3858,10.1111/1365-2745.12848,2017,Journal of Ecology,Research Article,Yes,Yes,"Data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.pr284 (P?©rez-M?©ndez, Jordano, & Valido, 2017).",Yes,Dryad,Yes,Yes,CC BY,Yes,Yes,.xls(x),No,NA,Unsure,Yes,"All statistical analyses were conducted in r, version 3.2.4 (R Development Core Team, 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,"The spreadsheet says Germany, but the paper says Spain with no reference to Germany","The spreadsheet says Germany, but the paper has no mention of Germany with all authorship and data collection in Spain",Edit,Updated corresponding author country based on paper,74
6588,http://doi.org/10.1111/1365-2435.13248,2018,Functional Ecology,Research Article,Yes,Yes,"All data presented in this manuscript are available from the Dryad Digital Repository https://doi:10.5061/dryad.vk002fn (Tong & Akimoto, 2018).",No,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,3,All the data necessary to reproduce all analyses and results are archived.,Yes,r version 3.4.2 was used for these statistical analyses. Other calculations were performed using jmp ver. 13.2.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,Angola;Japan,Japan,Yes - First author;Yes - Last author;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,I can't access the data,Edit,"Link in data archiving statement is indeed broken, but there is a second link on the data reference which does work, which I used - but left answer for link working as ""no""",18
